firmid,wave,cty,country,sic,management,operations,monitor,target,people,lean1,lean2,perf1,perf2,perf3,perf4,perf5,perf6,perf7,perf8,perf9,perf10,talent1,talent2,talent3,talent4,talent5,talent6,emp_firm,firmage,ownership,mne_yn
8882,2012,sg,Singapore,32.0,2.5,2.5,2.40000009536743,2.79999995231628,2.33333325386047,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,4700.0,,Dispersed Shareholders,1.0
8884,2012,sg,Singapore,27.0,2.83333325386047,3.0,3.59999990463257,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2000.0,63.0,Dispersed Shareholders,1.0
8887,2012,sg,Singapore,20.0,3.72222232818604,3.5,4.0,4.19999980926514,3.16666674613953,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,1000.0,55.0,"Family owned, family CEO",0.0
8889,2012,sg,Singapore,20.0,3.05555558204651,3.0,3.79999995231628,2.40000009536743,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,4.0,3.0,2.0,4.0,2000.0,51.0,"Family owned, family CEO",0.0
8892,2012,sg,Singapore,28.0,3.05555558204651,4.0,3.20000004768372,3.20000004768372,2.5,4.0,4.0,3.0,4.0,4.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,2.0,3.0,200.0,49.0,,1.0
8893,2012,sg,Singapore,33.0,2.61111116409302,1.0,3.40000009536743,2.59999990463257,2.5,1.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,1.0,140.0,48.0,Dispersed Shareholders,1.0
8895,2012,sg,Singapore,27.0,3.88888883590698,4.0,4.40000009536743,3.59999990463257,3.66666674613953,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,210.0,,"Founder owned, founder CEO",0.0
8898,2012,sg,Singapore,25.0,1.66666662693024,3.0,1.39999997615814,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,300.0,,"Family owned, family CEO",0.0
8903,2012,sg,Singapore,32.0,2.83333325386047,3.0,3.40000009536743,2.20000004768372,2.83333325386047,3.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,400.0,42.0,Dispersed Shareholders,0.0
8904,2012,sg,Singapore,39.0,2.88888883590698,2.5,3.79999995231628,2.59999990463257,2.5,2.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,380.0,42.0,Dispersed Shareholders,0.0
8906,2012,sg,Singapore,32.0,4.05555534362793,4.5,4.19999980926514,4.19999980926514,3.66666674613953,4.0,5.0,5.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,300.0,,Dispersed Shareholders,1.0
8908,2012,sg,Singapore,34.0,3.0,3.5,3.59999990463257,2.40000009536743,2.83333325386047,4.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,3.0,3.0,1000.0,,Dispersed Shareholders,1.0
8909,2012,sg,Singapore,20.0,3.05555558204651,1.0,3.20000004768372,3.40000009536743,3.33333325386047,1.0,1.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,200.0,42.0,Dispersed Shareholders,0.0
8911,2012,sg,Singapore,39.0,3.11111116409302,4.0,4.0,2.40000009536743,2.66666674613953,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,2.0,3.0,3.0,1200.0,41.0,,0.0
8912,2012,sg,Singapore,35.0,3.0,3.5,3.79999995231628,2.20000004768372,2.83333325386047,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,171.0,,Private Individuals,0.0
8913,2012,sg,Singapore,34.0,3.5,4.0,4.19999980926514,2.79999995231628,3.33333325386047,4.0,4.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,1.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,300.0,41.0,Dispersed Shareholders,1.0
8914,2012,sg,Singapore,39.0,3.22222232818604,4.0,3.40000009536743,3.20000004768372,2.83333325386047,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,300.0,,Dispersed Shareholders,1.0
8915,2012,sg,Singapore,35.0,4.22222232818604,4.0,4.0,4.59999990463257,4.16666650772095,4.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,3.0,5.0,5.0,3.0,1500.0,40.0,Dispersed Shareholders,0.0
8917,2012,sg,Singapore,27.0,2.44444441795349,1.0,3.20000004768372,2.0,2.66666674613953,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,220.0,40.0,Dispersed Shareholders,1.0
8918,2012,sg,Singapore,36.0,3.16666674613953,3.5,3.40000009536743,3.20000004768372,2.83333325386047,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,3.0,450.0,40.0,Private Individuals,1.0
8919,2012,sg,Singapore,34.0,3.38888883590698,3.0,3.79999995231628,3.59999990463257,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,280.0,40.0,Dispersed Shareholders,1.0
8921,2012,sg,Singapore,36.0,3.94444441795349,4.0,4.0,4.0,3.83333325386047,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2000.0,,Dispersed Shareholders,1.0
8922,2012,sg,Singapore,33.0,2.44444441795349,1.0,3.0,2.40000009536743,2.5,1.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3000.0,39.0,Dispersed Shareholders,1.0
8924,2012,sg,Singapore,22.0,1.55555558204651,1.0,1.39999997615814,1.79999995231628,1.66666662693024,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1500.0,,Dispersed Shareholders,1.0
8925,2012,sg,Singapore,27.0,2.05555558204651,1.0,2.40000009536743,2.20000004768372,2.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,210.0,39.0,"Founder owned, founder CEO",0.0
8926,2012,sg,Singapore,28.0,3.0,3.0,3.40000009536743,3.0,2.66666674613953,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,1000.0,,Dispersed Shareholders,1.0
8928,2012,sg,Singapore,26.0,3.44444441795349,4.0,4.40000009536743,3.0,2.83333325386047,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,3000.0,,Dispersed Shareholders,1.0
8929,2012,sg,Singapore,28.0,2.94444441795349,3.0,3.40000009536743,2.79999995231628,2.66666674613953,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,1.0,3.0,4.0,3.0,2.0,3.0,350.0,38.0,Private Individuals,0.0
8930,2012,sg,Singapore,25.0,2.05555558204651,3.5,1.20000004768372,2.20000004768372,2.16666674613953,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,170.0,,"Family owned, family CEO",0.0
8931,2012,sg,Singapore,33.0,3.77777767181396,4.5,4.0,3.79999995231628,3.33333325386047,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,4.0,270.0,38.0,Dispersed Shareholders,1.0
8933,2012,sg,Singapore,34.0,3.22222232818604,3.0,3.59999990463257,3.0,3.16666674613953,4.0,2.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,110.0,37.0,Dispersed Shareholders,1.0
8935,2012,sg,Singapore,26.0,2.61111116409302,3.0,3.0,2.0,2.66666674613953,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,160.0,,"Family owned, family CEO",0.0
8936,2012,sg,Singapore,36.0,1.88888883590698,1.0,2.20000004768372,2.40000009536743,1.5,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,250.0,37.0,Dispersed Shareholders,1.0
8939,2012,sg,Singapore,33.0,3.5,2.0,4.0,3.79999995231628,3.33333325386047,2.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,150.0,,Private Individuals,0.0
8942,2012,sg,Singapore,20.0,2.66666674613953,3.5,2.79999995231628,2.0,2.83333325386047,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,150.0,36.0,Dispersed Shareholders,0.0
8945,2012,sg,Singapore,34.0,2.55555558204651,1.0,3.20000004768372,2.40000009536743,2.66666674613953,1.0,1.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,300.0,35.0,Private Individuals,0.0
8949,2012,sg,Singapore,30.0,3.22222232818604,3.5,3.79999995231628,3.20000004768372,2.66666674613953,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,5000.0,35.0,Dispersed Shareholders,1.0
8950,2012,sg,Singapore,27.0,3.0,3.0,3.40000009536743,2.79999995231628,2.83333325386047,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,200.0,,"Founder owned, external CEO",0.0
8951,2012,sg,Singapore,30.0,3.5,3.5,3.59999990463257,3.59999990463257,3.33333325386047,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2000.0,35.0,Private Individuals,0.0
8953,2012,sg,Singapore,26.0,2.38888883590698,2.5,2.79999995231628,2.20000004768372,2.16666674613953,2.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,110.0,35.0,Private Individuals,0.0
8954,2012,sg,Singapore,26.0,3.05555558204651,3.0,3.79999995231628,2.59999990463257,2.83333325386047,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,210.0,35.0,Private Individuals,1.0
8955,2012,sg,Singapore,35.0,3.38888883590698,4.0,4.40000009536743,2.79999995231628,2.83333325386047,4.0,4.0,5.0,5.0,5.0,3.0,4.0,1.0,4.0,5.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,5000.0,35.0,Dispersed Shareholders,1.0
8956,2012,sg,Singapore,35.0,1.66666662693024,1.0,1.79999995231628,1.20000004768372,2.16666674613953,1.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,3.0,120.0,,"Founder owned, founder CEO",0.0
8958,2012,sg,Singapore,22.0,2.05555558204651,1.0,2.59999990463257,1.79999995231628,2.16666674613953,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,150.0,,"Founder owned, founder CEO",0.0
8959,2012,sg,Singapore,35.0,3.33333325386047,3.0,3.59999990463257,3.20000004768372,3.33333325386047,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,240.0,34.0,Private Equity/Venture Capital,1.0
8962,2012,sg,Singapore,35.0,2.66666674613953,1.0,2.79999995231628,3.20000004768372,2.66666674613953,1.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,4600.0,,Dispersed Shareholders,1.0
8963,2012,sg,Singapore,27.0,2.33333325386047,1.0,2.59999990463257,2.20000004768372,2.66666674613953,1.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,500.0,34.0,"Founder owned, founder CEO",0.0
8967,2012,sg,Singapore,35.0,3.72222232818604,3.5,4.80000019073486,4.0,2.66666674613953,4.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,2.0,3.0,1.0,4.0,3.0,3.0,2000.0,,Dispersed Shareholders,1.0
8968,2012,sg,Singapore,30.0,3.61111116409302,3.5,3.40000009536743,3.59999990463257,3.83333325386047,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,600.0,33.0,Dispersed Shareholders,1.0
8970,2012,sg,Singapore,20.0,3.22222232818604,2.0,3.40000009536743,3.0,3.66666674613953,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,308.0,,Dispersed Shareholders,0.0
8971,2012,sg,Singapore,35.0,2.66666674613953,3.5,2.79999995231628,2.40000009536743,2.5,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1500.0,33.0,Dispersed Shareholders,1.0
8974,2012,sg,Singapore,27.0,2.88888883590698,3.0,3.0,2.79999995231628,2.83333325386047,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,250.0,33.0,Private Individuals,0.0
8975,2012,sg,Singapore,36.0,4.05555534362793,5.0,4.59999990463257,3.79999995231628,3.5,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5000.0,33.0,Private Individuals,1.0
8980,2012,sg,Singapore,31.0,2.11111116409302,1.0,2.79999995231628,2.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,180.0,33.0,Dispersed Shareholders,1.0
8981,2012,sg,Singapore,33.0,3.0,4.0,1.60000002384186,4.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,3.0,3.0,100.0,32.0,Dispersed Shareholders,0.0
8983,2012,sg,Singapore,30.0,3.94444441795349,4.0,4.19999980926514,3.79999995231628,3.83333325386047,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,1000.0,,Dispersed Shareholders,1.0
8984,2012,sg,Singapore,30.0,3.83333325386047,3.5,4.0,4.19999980926514,3.5,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,130.0,,Dispersed Shareholders,0.0
8985,2012,sg,Singapore,26.0,2.11111116409302,3.0,1.39999997615814,2.20000004768372,2.33333325386047,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,550.0,32.0,"Founder owned, founder CEO",0.0
8986,2012,sg,Singapore,35.0,3.61111116409302,4.5,3.79999995231628,3.59999990463257,3.16666674613953,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,250.0,32.0,Dispersed Shareholders,0.0
8987,2012,sg,Singapore,24.0,3.44444441795349,4.5,3.20000004768372,3.59999990463257,3.16666674613953,5.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,3.0,300.0,32.0,Dispersed Shareholders,0.0
8988,2012,sg,Singapore,20.0,3.0,3.5,2.59999990463257,3.59999990463257,2.66666674613953,3.0,4.0,3.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,430.0,32.0,Dispersed Shareholders,1.0
8990,2012,sg,Singapore,34.0,3.61111116409302,3.5,4.0,3.79999995231628,3.16666674613953,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,270.0,,"Founder owned, founder CEO",0.0
8992,2012,sg,Singapore,20.0,3.5,3.0,3.79999995231628,3.59999990463257,3.33333325386047,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,200.0,,Private Individuals,0.0
8993,2012,sg,Singapore,28.0,3.33333325386047,3.0,3.79999995231628,3.20000004768372,3.16666674613953,3.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,200.0,31.0,Dispersed Shareholders,1.0
8994,2012,sg,Singapore,28.0,4.16666650772095,5.0,4.80000019073486,4.0,3.5,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,5000.0,31.0,Dispersed Shareholders,1.0
8995,2012,sg,Singapore,32.0,2.83333325386047,2.5,2.79999995231628,2.59999990463257,3.16666674613953,2.0,3.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,173.0,31.0,"Founder owned, founder CEO",0.0
8998,2012,sg,Singapore,37.0,2.88888883590698,1.0,3.20000004768372,3.40000009536743,2.83333325386047,1.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2800.0,,Dispersed Shareholders,0.0
9001,2012,sg,Singapore,30.0,3.33333325386047,4.0,4.0,2.79999995231628,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,4000.0,31.0,Dispersed Shareholders,1.0
9003,2012,sg,Singapore,28.0,2.77777767181396,3.0,3.20000004768372,2.40000009536743,2.66666674613953,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3000.0,31.0,Dispersed Shareholders,1.0
9008,2012,sg,Singapore,35.0,2.88888883590698,2.5,2.79999995231628,2.79999995231628,3.16666674613953,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,500.0,,Private Individuals,1.0
9009,2012,sg,Singapore,32.0,3.0,1.0,3.20000004768372,3.0,3.5,1.0,1.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,550.0,30.0,Dispersed Shareholders,0.0
9015,2012,sg,Singapore,30.0,3.77777767181396,4.0,4.0,4.0,3.33333325386047,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,780.0,29.0,Dispersed Shareholders,0.0
9016,2012,sg,Singapore,34.0,1.77777779102325,1.0,2.59999990463257,1.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,100.0,,Dispersed Shareholders,0.0
9018,2012,sg,Singapore,30.0,1.22222220897675,1.0,1.20000004768372,1.20000004768372,1.33333337306976,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,350.0,,Private Individuals,0.0
9020,2012,sg,Singapore,37.0,3.11111116409302,1.0,3.40000009536743,3.59999990463257,3.16666674613953,1.0,1.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,120.0,,Private Individuals,1.0
9021,2012,sg,Singapore,34.0,2.66666674613953,2.5,3.0,2.79999995231628,2.33333325386047,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,100.0,,Other,0.0
9022,2012,sg,Singapore,38.0,4.0,4.0,4.40000009536743,4.40000009536743,3.33333325386047,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,100.0,,Private Individuals,0.0
9024,2012,sg,Singapore,34.0,1.5,1.0,2.0,1.20000004768372,1.5,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,100.0,,"Founder owned, founder CEO",0.0
