firmid,wave,cty,country,sic,management,operations,monitor,target,people,lean1,lean2,perf1,perf2,perf3,perf4,perf5,perf6,perf7,perf8,perf9,perf10,talent1,talent2,talent3,talent4,talent5,talent6,emp_firm,firmage,ownership,mne_yn
9025,2012,sg,Singapore,35.0,3.22222232818604,4.0,3.79999995231628,2.59999990463257,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,4.0,1.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,500.0,28.0,Dispersed Shareholders,1.0
9026,2012,sg,Singapore,27.0,3.94444441795349,4.5,4.40000009536743,4.0,3.33333325386047,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3000.0,28.0,Dispersed Shareholders,0.0
9027,2012,sg,Singapore,27.0,3.16666674613953,3.5,3.40000009536743,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,300.0,,Private Individuals,0.0
9028,2012,sg,Singapore,30.0,3.33333325386047,4.0,3.20000004768372,3.0,3.5,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,5000.0,,Dispersed Shareholders,0.0
9029,2012,sg,Singapore,33.0,3.22222232818604,4.0,3.20000004768372,3.0,3.16666674613953,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,300.0,,"Founder owned, founder CEO",0.0
9030,2012,sg,Singapore,26.0,2.66666674613953,2.5,2.79999995231628,2.0,3.16666674613953,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,100.0,,Private Individuals,0.0
9031,2012,sg,Singapore,38.0,3.11111116409302,3.5,3.20000004768372,3.40000009536743,2.66666674613953,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,500.0,,Dispersed Shareholders,1.0
9034,2012,sg,Singapore,35.0,4.11111116409302,5.0,4.19999980926514,4.0,3.83333325386047,5.0,5.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,1500.0,27.0,Dispersed Shareholders,0.0
9035,2012,sg,Singapore,36.0,3.55555558204651,4.5,4.19999980926514,3.79999995231628,2.5,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,3.0,2.0,2.0,3.0,4.0,400.0,,,0.0
9039,2012,sg,Singapore,36.0,3.44444441795349,4.5,4.0,3.20000004768372,2.83333325386047,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,600.0,,Dispersed Shareholders,1.0
9040,2012,sg,Singapore,36.0,2.11111116409302,4.0,1.79999995231628,2.20000004768372,1.66666662693024,4.0,4.0,3.0,1.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1000.0,,"Family owned, family CEO",1.0
9041,2012,sg,Singapore,35.0,2.44444441795349,1.0,1.79999995231628,2.79999995231628,3.16666674613953,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,4.0,200.0,,Private Individuals,0.0
9042,2012,sg,Singapore,36.0,2.55555558204651,2.5,3.0,2.0,2.66666674613953,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,100.0,31.0,Dispersed Shareholders,0.0
9044,2012,sg,Singapore,20.0,2.61111116409302,1.0,3.0,2.79999995231628,2.66666674613953,1.0,1.0,2.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,150.0,25.0,Private Individuals,0.0
9046,2012,sg,Singapore,35.0,3.05555558204651,3.5,3.40000009536743,2.40000009536743,3.16666674613953,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,135.0,25.0,Dispersed Shareholders,1.0
9052,2012,sg,Singapore,20.0,2.61111116409302,2.5,2.79999995231628,2.40000009536743,2.66666674613953,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,121.0,24.0,Private Individuals,1.0
9053,2012,sg,Singapore,37.0,2.66666674613953,2.5,2.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,200.0,24.0,"Founder owned, founder CEO",0.0
9055,2012,sg,Singapore,20.0,2.22222232818604,1.0,3.20000004768372,2.20000004768372,1.83333337306976,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2920.0,,Private Individuals,1.0
9056,2012,sg,Singapore,28.0,3.38888883590698,3.0,3.79999995231628,3.40000009536743,3.16666674613953,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,400.0,,Private Individuals,1.0
9058,2012,sg,Singapore,35.0,2.94444441795349,2.5,3.20000004768372,3.0,2.83333325386047,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,600.0,24.0,Dispersed Shareholders,1.0
9059,2012,sg,Singapore,33.0,3.33333325386047,3.0,3.79999995231628,3.59999990463257,2.83333325386047,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,500.0,24.0,"Family owned, family CEO",0.0
9061,2012,sg,Singapore,36.0,3.88888883590698,4.5,4.59999990463257,3.59999990463257,3.33333325386047,5.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,2000.0,23.0,Dispersed Shareholders,1.0
9062,2012,sg,Singapore,39.0,2.27777767181396,2.5,2.0,2.0,2.66666674613953,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,135.0,,"Family owned, family CEO",0.0
9063,2012,sg,Singapore,20.0,4.0,4.0,4.59999990463257,4.0,3.5,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,445.0,,Dispersed Shareholders,1.0
9064,2012,sg,Singapore,32.0,2.83333325386047,3.0,3.40000009536743,2.40000009536743,2.66666674613953,3.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,190.0,23.0,Private Individuals,0.0
9065,2012,sg,Singapore,35.0,3.33333325386047,4.0,3.40000009536743,3.20000004768372,3.16666674613953,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,170.0,23.0,Private Individuals,1.0
9066,2012,sg,Singapore,36.0,2.33333325386047,2.0,2.20000004768372,2.20000004768372,2.66666674613953,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,200.0,23.0,Private Individuals,0.0
9067,2012,sg,Singapore,39.0,3.33333325386047,3.5,3.20000004768372,3.40000009536743,3.33333325386047,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,500.0,,Private Individuals,1.0
9068,2012,sg,Singapore,38.0,2.66666674613953,4.5,1.39999997615814,3.0,2.83333325386047,5.0,4.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,400.0,,"Founder owned, founder CEO",0.0
9070,2012,sg,Singapore,28.0,3.44444441795349,4.5,3.79999995231628,3.59999990463257,2.66666674613953,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3000.0,23.0,Dispersed Shareholders,1.0
9071,2012,sg,Singapore,20.0,3.0,3.0,2.79999995231628,3.20000004768372,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,500.0,,Dispersed Shareholders,0.0
9072,2012,sg,Singapore,35.0,3.16666674613953,4.0,3.79999995231628,2.79999995231628,2.66666674613953,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,200.0,22.0,Private Individuals,0.0
9075,2012,sg,Singapore,37.0,3.61111116409302,4.0,4.0,3.20000004768372,3.5,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,236.0,22.0,Dispersed Shareholders,1.0
9076,2012,sg,Singapore,35.0,2.5,1.0,3.0,2.20000004768372,2.83333325386047,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,130.0,,Private Individuals,0.0
9077,2012,sg,Singapore,38.0,3.11111116409302,3.5,3.40000009536743,3.40000009536743,2.5,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,120.0,,Private Individuals,0.0
9078,2012,sg,Singapore,28.0,2.61111116409302,2.5,2.59999990463257,2.40000009536743,2.83333325386047,2.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,300.0,22.0,"Family owned, family CEO",1.0
9079,2012,sg,Singapore,20.0,2.16666674613953,2.5,2.20000004768372,1.79999995231628,2.33333325386047,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,150.0,22.0,"Founder owned, founder CEO",0.0
9080,2012,sg,Singapore,37.0,3.38888883590698,4.0,3.59999990463257,3.20000004768372,3.16666674613953,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,800.0,,Dispersed Shareholders,0.0
9082,2012,sg,Singapore,30.0,2.5,3.0,2.59999990463257,2.0,2.66666674613953,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,170.0,22.0,Government,0.0
9083,2012,sg,Singapore,35.0,3.16666674613953,3.5,3.59999990463257,3.0,2.83333325386047,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,200.0,,Private Individuals,0.0
9084,2012,sg,Singapore,36.0,3.11111116409302,3.0,3.59999990463257,3.20000004768372,2.66666674613953,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,120.0,,"Founder owned, founder CEO",0.0
9085,2012,sg,Singapore,20.0,2.16666674613953,3.0,1.60000002384186,2.59999990463257,2.0,3.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,200.0,22.0,"Family owned, family CEO",0.0
9088,2012,sg,Singapore,38.0,2.88888883590698,1.0,3.0,3.40000009536743,3.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,600.0,,Private Individuals,1.0
9091,2012,sg,Singapore,36.0,2.38888883590698,2.5,2.40000009536743,2.40000009536743,2.33333325386047,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,5000.0,21.0,Dispersed Shareholders,1.0
9092,2012,sg,Singapore,20.0,3.0,4.0,2.20000004768372,3.79999995231628,2.66666674613953,4.0,4.0,3.0,2.0,1.0,3.0,2.0,5.0,3.0,5.0,5.0,1.0,4.0,2.0,2.0,2.0,3.0,3.0,130.0,,"Family owned, family CEO",0.0
9094,2012,sg,Singapore,37.0,3.38888883590698,2.0,3.59999990463257,3.40000009536743,3.66666674613953,2.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2500.0,,"Family owned, family CEO",1.0
9095,2012,sg,Singapore,20.0,2.05555558204651,1.0,1.60000002384186,2.20000004768372,2.66666674613953,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,450.0,,"Founder owned, founder CEO",0.0
9097,2012,sg,Singapore,39.0,2.66666674613953,3.0,2.20000004768372,3.0,2.66666674613953,2.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,120.0,21.0,"Founder owned, founder CEO",0.0
9098,2012,sg,Singapore,20.0,2.33333325386047,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,180.0,,Dispersed Shareholders,0.0
9099,2012,sg,Singapore,28.0,3.16666674613953,4.0,3.40000009536743,3.0,2.83333325386047,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,2.0,3.0,3.0,500.0,21.0,Private Individuals,1.0
9100,2012,sg,Singapore,35.0,2.88888883590698,3.5,2.59999990463257,2.79999995231628,3.0,3.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,3.0,200.0,,Dispersed Shareholders,1.0
9101,2012,sg,Singapore,38.0,2.16666674613953,1.0,2.59999990463257,1.79999995231628,2.5,1.0,1.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,3.0,250.0,,"Founder owned, founder CEO",0.0
9102,2012,sg,Singapore,33.0,2.27777767181396,2.5,2.20000004768372,1.79999995231628,2.66666674613953,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,120.0,,Dispersed Shareholders,0.0
9104,2012,sg,Singapore,35.0,2.72222232818604,3.5,1.60000002384186,3.20000004768372,3.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,4.0,1.0,3.0,5.0,4.0,3.0,2.0,400.0,,Dispersed Shareholders,0.0
9108,2012,sg,Singapore,25.0,2.16666674613953,2.0,2.79999995231628,1.60000002384186,2.16666674613953,2.0,2.0,3.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,900.0,20.0,"Founder owned, founder CEO",1.0
9110,2012,sg,Singapore,35.0,3.22222232818604,4.0,3.79999995231628,2.79999995231628,2.83333325386047,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,1.0,3.0,4.0,3.0,3.0,3.0,119.0,,"Family owned, family CEO",0.0
9111,2012,sg,Singapore,35.0,3.27777767181396,3.0,3.20000004768372,3.79999995231628,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,300.0,,Private Individuals,1.0
9112,2012,sg,Singapore,34.0,3.55555558204651,3.5,4.19999980926514,3.59999990463257,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3000.0,,Dispersed Shareholders,0.0
9113,2012,sg,Singapore,33.0,2.83333325386047,3.0,3.20000004768372,2.59999990463257,2.66666674613953,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,150.0,,,0.0
9114,2012,sg,Singapore,26.0,2.55555558204651,1.0,3.20000004768372,2.40000009536743,2.66666674613953,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,3.0,3.0,2.0,140.0,,Private Individuals,1.0
9115,2012,sg,Singapore,35.0,2.38888883590698,1.0,2.79999995231628,2.20000004768372,2.66666674613953,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,106.0,,Dispersed Shareholders,0.0
9116,2012,sg,Singapore,33.0,2.83333325386047,1.0,3.40000009536743,2.79999995231628,3.0,1.0,1.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,3.0,5.0,3.0,3.0,3.0,170.0,,"Founder owned, founder CEO",0.0
9117,2012,sg,Singapore,36.0,1.61111116409302,1.0,1.60000002384186,1.79999995231628,1.66666662693024,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,100.0,,"Founder owned, founder CEO",0.0
9118,2012,sg,Singapore,37.0,2.77777767181396,1.0,3.40000009536743,2.79999995231628,2.83333325386047,1.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,250.0,,Dispersed Shareholders,0.0
9121,2012,sg,Singapore,38.0,2.16666674613953,1.0,2.79999995231628,2.0,2.16666674613953,1.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,2.0,170.0,,"Founder owned, founder CEO",0.0
9123,2012,sg,Singapore,33.0,1.55555558204651,1.0,2.0,1.0,1.83333337306976,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,110.0,,"Founder owned, founder CEO",0.0
9124,2012,sg,Singapore,25.0,3.72222232818604,3.5,4.19999980926514,4.0,3.16666674613953,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,350.0,19.0,Private Individuals,0.0
9125,2012,sg,Singapore,34.0,2.16666674613953,2.5,2.20000004768372,1.60000002384186,2.5,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,150.0,19.0,"Founder owned, founder CEO",0.0
9126,2012,sg,Singapore,20.0,3.44444441795349,4.0,3.40000009536743,3.20000004768372,3.5,4.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,188.0,,"Founder owned, founder CEO",0.0
9127,2012,sg,Singapore,20.0,2.33333325386047,4.0,2.79999995231628,1.0,2.5,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,800.0,19.0,"Founder owned, founder CEO",0.0
9130,2012,sg,Singapore,26.0,3.27777767181396,3.0,3.59999990463257,2.59999990463257,3.66666674613953,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,3.0,4.0,5.0,242.0,,Dispersed Shareholders,0.0
9131,2012,sg,Singapore,34.0,2.33333325386047,1.0,3.0,2.20000004768372,2.33333325386047,1.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,800.0,,Dispersed Shareholders,0.0
9132,2012,sg,Singapore,35.0,3.5,4.0,3.79999995231628,4.0,2.66666674613953,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,2.0,3.0,3.0,4.0,140.0,,Private Individuals,0.0
9133,2012,sg,Singapore,34.0,2.72222232818604,2.0,3.40000009536743,2.40000009536743,2.66666674613953,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,900.0,,Dispersed Shareholders,1.0
9134,2012,sg,Singapore,20.0,3.22222232818604,3.0,4.0,2.79999995231628,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,300.0,18.0,Dispersed Shareholders,0.0
9135,2012,sg,Singapore,20.0,3.55555558204651,4.0,3.59999990463257,3.40000009536743,3.5,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,2000.0,18.0,Dispersed Shareholders,1.0
9138,2012,sg,Singapore,25.0,2.0,1.0,2.0,2.59999990463257,1.83333337306976,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,120.0,,Private Individuals,0.0
9140,2012,sg,Singapore,30.0,2.88888883590698,2.5,4.0,2.40000009536743,2.5,2.0,3.0,4.0,4.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1900.0,18.0,Dispersed Shareholders,0.0
9141,2012,sg,Singapore,36.0,2.5,3.0,2.40000009536743,2.20000004768372,2.66666674613953,3.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,3.0,3.0,400.0,,Dispersed Shareholders,0.0
9143,2012,sg,Singapore,34.0,2.94444441795349,1.0,3.40000009536743,3.40000009536743,2.83333325386047,1.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,5000.0,,Dispersed Shareholders,1.0
